115,2221;4808;2229;1028;522
116,6470;3913;12396;5869;7516
117,98;15;24;636;477
118,15237;15896;15779;15699;15639
119,2490;243;401;2795;3176
120,1478;525;16665;16713;12588
121,13009;8361;12174;4548;1114
122,2241;1093;8860;5509;4962
123,15845;6236;10484;14610;14117
124,5662;729;10703;8676;4962
125,560;1931;1135;4672;3379
126,11931;2209;16178;9390;1271
127,1536;9063;4967;6304;10485
128,4292;10317;7420;7268;5610
129,14277;14144;12446;13110;4195
130,6189;11353;1201;4530;2726
131,5253;7482;7580;9418;3149
132,10238;5460;759;2251;1410
133,16754;16905;15401;13959;13965
134,4917;9958;4371;2593;3121
135,7741;1730;3161;4539;336
136,2692;6604;23;1797;1841
137,7824;13112;6448;846;6578
138,503;1318;1297;5476;8814
139,2406;6270;1105;803;5965
140,854;829;832;7833;860
141,12086;14647;15634;15485;15883
142,9836;174;1996;6172;2083
143,4252;5309;6526;12038;1091
144,9979;9165;8027;5420;10496
145,121;151;223;236;69
146,14664;9160;15848;1302;13021
147,9760;5781;286;568;1219
148,1670;8109;7032;2209;5488
149,12048;6092;4500;4328;9291
150,4685;7764;6542;239;3851
151,16354;16309;11256;844;3868
152,1095;10105;1210;12575;7329
153,2806;7565;9282;4833;3221
154,10;8015;10637;2490;12203
155,482;754;2003;1956;381
156,55;277;1872;246;2641
157,3739;3272;2466;4691;4227
158,4284;16357;13272;10963;14007
159,40;469;1358;15;1943
160,1412;6980;5850;7673;11728
161,1135;889;2293;3748;4393
162,13208;16794;13650;8571;15249
163,2398;3768;720;1254;191
164,6958;2083;747;1477;490
165,12353;7826;4449;4834;9912
166,9131;15358;15198;5681;1674
167,12469;5843;4623;1015;7615
168,1736;2716;2654;2473;3044
169,6695;668;6868;6870;1767
170,1029;50;171;1051;66
171,15436;2300;971;630;10469
172,740;9989;7094;545;3317
173,5035;7764;3982;948;8159
174,2403;10610;900;4925;810
175,7112;1723;10673;3557;3116
176,1351;4071;1025;14322;11693
177,4985;1207;4172;935;1900
178,11517;15468;5548;1470;16097
179,14996;12710;2836;7620;10492
180,3134;4442;2624;10323;12152
181,790;3006;1245;564;788
182,1483;2009;2761;2551;11762
183,5060;7918;9270;12367;6778
184,1686;1241;2520;2923;2643
185,5340;2878;4138;7001;8324
186,7398;8840;2112;8084;11431
187,14178;9940;1143;7182;10606
188,1540;3149;11301;12011;12837
189,9764;6974;10710;7607;6444
190,1196;5314;4913;1830;7210
191,2078;4369;2792;4682;3176
192,1785;2451;4112;7179;5993
193,16318;16645;7380;16856;16932
194,9031;864;7744;5049;3238
195,124;2619;3991;4799;1501
196,14608;16297;6571;14852;14989
197,8888;2472;1754;3105;1048
198,13644;710;2217;922;2295
199,3592;4621;6417;6849;4140
200,5431;7734;3228;1184;1214
201,13631;13639;13635;13633;3632
202,14647;14989;15064;15108;14789
203,5006;8953;7212;7487;10248
204,13167;3246;11325;1178;10924
205,806;7757;4519;12948;11880
206,5071;5636;5622;5616;146
207,14621;11578;12040;12446;13912
208,4261;4257;4253;4251;4263
209,4171;3801;3400;3343;4872
210,219;11735;6965;8427;1226
211,2743;915;9046;2054;4930
212,1485;8912;2168;3584;3764
213,1566;1181;4021;2369;248
214,448;2469;2654;2057;2743
215,3090;4450;1125;958;1129
216,2824;8249;1646;1617;16
217,2869;6920;1708;285;718
218,4482;1664;2204;3424;1010
219,1214;15789;10602;7037;4738
220,13819;9613;11955;11165;8298
221,3109;10393;3835;4590;4725
222,59;255;57;109;214
223,7546;8512;9165;10088;3314
224,4182;5608;7448;9753;1771
225,8310;2318;4694;9555;1681
226,13957;10663;12685;9173;11655
227,2799;6;655;29;2789
228,5013;9655;8908;15089;14178
229,51;9145;7366;10622;1633
230,839;2001;4781;481;7973
231,6980;4507;4904;4863;4364
232,8412;1723;3557;7112;12864
233,8542;8174;3798;8395;4436
234,6026;521;14989;4800;8382
235,2643;4558;5723;6529;11037
236,10096;16322;8989;9227;12273
237,3454;938;2419;1603;2658
238,3805;16502;14716;285;15857
239,5409;9013;7431;13046;16745
240,2736;12707;13503;11310;13925
241,1431;6281;3353;6128;14810
242,3051;6354;1920;1756;2828
243,9560;8669;10307;8420;10842
244,11316;12524;9335;5914;12630
245,1793;360;8722;926;12900
246,1598;6851;1569;3801;108
247,14591;5224;11806;12741;16621
248,1520;768;524;3432;1951
249,710;1345;136;241;552
250,2326;3130;1929;3908;11070
251,5837;8655;4934;3631;12759
252,265;9973;1744;1182;285
253,12766;16610;6162;15615;15538
254,14369;3089;13192;12990;14499
255,13024;10525;14835;16592;7769
256,11695;13043;11062;6539;4872
257,7202;5960;15115;10776;16533
258,1202;7752;9769;4070;1879
259,704;2412;3131;469;814
260,1484;12168;4327;3348;2179
261,2129;57;1051;494;1849
262,7445;901;9277;3295;1899
263,10914;667;2394;8556;5249
264,2919;2056;702;8282;5924
265,1197;1182;1216;1165;1015
266,5978;13799;10521;3971;13331
267,15359;16044;15048;14608;10505
268,623;7433;3754;7791;727
269,12604;6165;2390;7741;918
270,233;317;177;481;304
271,5461;7340;8373;8277;4823
272,5271;5880;7050;9033;12165
273,15287;15485;16398;15675;15110
274,12355;14759;14631;929;6231
275,14397;4810;9666;6525;2875
276,5682;3089;6522;11192;8950
277,4441;4427;4424;4433;381
278,8760;6789;2217;15362;12157
279,16868;16712;15047;9518;3187
280,7438;13365;2618;3081;8422
281,5040;4536;690;692;1799
282,7905;1555;11149;13927;10175
283,5029;2351;616;8237;1265
284,445;937;1416;3413;2540
285,1382;716;4764;1150;7113
286,4003;7584;1788;9529;10640
287,2460;1101;11671;1347;3644
288,2878;5340;4138;26;2465
289,16291;3205;1589;27;1558
290,5644;6650;4186;7717;2587
291,7115;7717;7635;1571;16050
292,1388;7214;2041;7459;1182
293,4252;4655;10798;10524;4258
294,579;319;505;155;1764
295,7838;6573;2145;5920;6849
296,15964;13476;10164;14503;15119
297,10955;5507;12191;4986;9674
298,8818;14243;8945;14707;16031
299,14666;9731;11109;6322;522
300,9737;5729;11701;8134;3481
301,478;704;7076;29;14117
302,12967;10844;2823;6797;4293
303,12831;13672;13668;13750;13652
304,7499;7501;2429;8469;11089
305,6414;13225;9926;15098;2192
306,11495;11003;6263;11852;10122
307,9642;1533;8992;10124;7249
308,477;6044;10326;2498;5856
309,582;2889;3945;2887;2883
310,2446;2769;1388;7766;792
311,2093;6917;3320;629;1010
312,6965;10892;10215;2142;14195
313,7787;4710;10214;7673;9165
314,2921;5951;4809;8522;705
315,9967;13365;12564;12843;13482
316,6732;10321;3466;5789;11921
317,6023;3370;3046;2447;3612
318,522;934;9751;4631;13549
319,883;2470;77;6322;226
320,4068;11265;206;1542;9115
321,3827;1666;1112;3063;627
322,747;266;1193;3094;336
323,8232;5707;10470;8064;6317
324,5164;8642;7789;9281;10494
325,8882;1860;6276;9789;4504
326,2769;2450;2854;3661;3673
327,1006;1283;2195;686;1306
328,2490;12843;14035;12448;9967
329,2228;29;709;1617;3279
330,3191;4484;768;1674;10531
331,4013;1137;3143;2018;4003
332,2451;4776;3661;3469;2915
333,1915;2292;1473;918;2420
334,257;1319;259;1296;1496
335,15869;14028;15959;14989;15045
336,4070;15169;9211;1220;10004
337,14363;15802;3429;1726;15153
338,2021;3604;535;877;6040
339,4868;8486;10899;4385;7461
340,1091;2915;7049;451;1402
341,1097;1176;1114;1091;6406
342,9138;7898;13851;14413;14707
343,13631;13639;13633;13635;3632
344,1440;1150;5963;2035;978
345,8911;12188;11525;1348;10557
346,1641;4097;63;1558;65
347,321;8111;2788;4540;12238
348,1961;2351;435;881;3237
349,15611;13210;4159;654;12390
350,11241;6668;11238;5388;642
351,2794;14176;8505;12378;11204
352,232;763;6106;4325;3411
353,13195;15835;15642;7673;4435
354,12264;2291;7212;10248;7446
355,1465;1113;241;1045;1469
356,3346;8754;1209;1091;6699
357,1204;227;2234;2857;1744
358,15344;5162;16450;14502;7695
359,1403;16280;284;1212;5585
360,14136;12690;7263;4597;16698
361,5425;1057;290;3374;6388
362,1762;13249;15879;15325;14608
363,3306;6655;6307;9293;7578
364,744;77;1265;552;546
365,13483;2795;9104;9894;8832
366,10245;1371;8923;3746;8834
367,1400;1931;5550;1138;3146
368,8867;4131;2524;15726;3610
369,3990;3264;4519;9287;3870
370,16441;9554;956;5632;8132
371,10547;7238;4674;6654;13337
372,10295;6629;2467;2683;208
373,13312;9468;8390;10744;4867
374,5332;7841;15600;9978;657
375,9125;2180;10589;12668;5959
376,1201;2337;656;431;2922
377,13148;15331;10500;13485;15056
378,705;442;3847;3343;1201
379,2124;4251;9537;3640;97
380,13820;15271;10136;5347;6207
381,869;8499;1187;14299;7417
382,15013;5589;5975;13980;14773
383,10;3713;3730;1411;3795
384,7943;486;704;28;16
385,484;631;839;6231;3310
386,11516;11164;3780;6714;11282
387,5477;14017;3931;2789;6711
388,7892;3797;5735;8766;5687
389,53;28;23;107;381
390,13503;14701;5174;13913;10001
391,3314;3009;5544;1751;1392
392,2463;7546;10606;8238;9020
393,10591;4925;5805;6606;3621
394,12081;5967;13828;1632;11090
395,3900;5082;7032;8612;7574
396,13909;15285;8831;13489;14675
397,747;2264;2001;5539;1904
398,951;9547;7351;957;5758
399,9514;3921;9345;12280;2899
400,14608;5738;12249;14636;237
401,6667;6450;5926;1863;6665
402,4633;881;4319;7327;3749
403,2566;6499;14774;9876;8424
404,6560;2711;768;4330;5296
405,9177;7858;3809;9113;1938
406,2749;4078;2746;3704;374
407,451;876;2356;2547;781
408,1088;1848;1029;3711;2835
409,4534;8304;705;478;6506
410,6475;5862;4562;3223;2938
411,1036;3139;18;1357;247
412,12356;4336;308;8196;12860
413,15506;15086;1339;12454;4286
414,207;505;2106;379;9956
415,3839;5964;1010;1460;1181
416,1738;7524;3089;6051;5096
417,11568;11233;12827;9378;689
418,16460;3262;5263;1923;1118
419,3904;962;10182;5644;7190
420,2305;3361;8386;1938;4019
421,4959;2247;6315;4188;7521
422,2541;9663;4498;2869;900
423,562;10272;808;2550;3415
424,5926;846;13142;1882;11886
425,3783;1021;11204;2490;4842
426,12433;7649;5089;1570;48
427,13499;1200;9335;8031;11683
428,4001;4537;5067;2877;820
429,1741;2073;2572;4175;2382
430,808;629;956;14633;1329
431,656;2339;2799;3956;4801
432,2018;1478;1396;1455;2435
433,8791;8429;14609;9019;553
434,149;244;1021;1166;937
435,11712;3648;6652;6783;1372
436,8988;4938;1325;15420;12009
437,308;223;275;380;506
438,14051;4696;9690;2827;15122
439,2257;1669;667;7450;2763
440,8918;5812;3674;7824;2855
441,7607;1666;5574;9134;15736
442,16256;5183;1538;2999;10356
443,5868;5755;6405;8044;3214
444,404;384;304;175;320
445,1713;1813;4854;2635;2740
446,2172;3581;1484;7118;1193
447,14373;3787;7458;261;2510
448,5883;14093;12380;11301;1200
449,399;2077;2790;810;1365
450,12380;12070;4292;7397;13988
451,11224;3514;14244;9835;12157
452,2477;2887;582;2883;2996
453,16436;16753;15291;7904;16890
454,4026;8450;14082;14774;4960
455,12487;5593;3778;10244;2514
456,5689;3089;5103;13036;4352
457,13629;1204;15988;14598;5283
458,4001;955;2950;972;4076
459,454;15674;7081;3051;4808
460,3791;10610;1442;1133;13131
461,6829;1566;2710;5271;14611
462,3129;2959;623;1517;7791
463,14842;14557;14223;14849;14174
464,11015;8419;1795;1942;4743
465,2829;4809;6933;2376;1929
466,14990;13229;1875;11329;8862
467,3982;11187;10664;10431;12843
468,689;15172;2195;9847;1251
469,2589;9411;14294;13263;14385
470,4085;10910;1492;10221;5625
471,13655;13662;13687;10540;13683
472,3034;4541;1339;2101;1138
473,8547;11286;13993;13285;4984
474,12588;12198;12921;6149;14408
475,536;6640;12261;6651;4129
476,11399;13812;12011;8550;7279
477,656;284;2786;401;2799
478,1210;2009;1027;1192;2497
479,2748;940;3241;2716;3887
480,1738;13349;251;3020;15866
481,7786;12405;14036;9540;11611
482,5907;9858;7327;4319;1272
483,2854;3783;2264;2790;2490
484,3150;6454;12494;9912;7502
485,7784;8568;13061;12170;11018
486,2229;7446;9791;6238;1485
487,1651;1213;470;2225;15547
488,14800;12245;12446;2996;15102
489,13631;13639;13633;13635;3632
490,4974;2869;12441;9942;10076
491,5908;6554;14501;6215;7340
492,1306;503;3630;5804;1635
493,5745;3521;10171;2377;9061
494,15290;11284;11516;11296;2350
495,6942;4744;2110;3812;12886
496,2222;1105;1802;1187;1214
497,7123;12579;966;4138;5644
498,2518;5162;6107;694;7336
499,63;119;1633;11988;15379
500,7049;3599;2769;1396;2667
501,15289;13884;14592;10252;15114
502,1945;3830;2088;10082;6648
503,3415;9047;10047;8570;10368
504,2712;1477;2940;1923;5010
505,906;4265;9657;6903;14133
506,3355;846;251;8986;7008
507,150;5265;7485;2542;1778
508,3897;2346;9712;287;2241
509,8498;5815;2508;3684;4180
510,1420;2390;3186;2473;844
511,212;2795;1457;2490;8954
512,4994;13060;3178;2760;1360
513,7185;640;1116;10555;13089
514,5372;4115;5795;15057;7278
515,2716;5263;3242;5606;2125
516,23;1646;209;1658;1521
517,4082;5516;1091;3051;8520
518,9417;7150;6450;752;6059
519,7480;1180;2823;11568;4330
520,1278;190;2358;1021;70
521,629;1501;12911;14048;3675
522,2466;1519;2391;7493;6900
523,2463;2760;2490;3176;1143
524,957;3018;952;2834;5982
525,367;8121;12056;2716;10859
526,5176;10058;16267;7409;14620
527,4480;1193;2178;3300;989
528,13215;1178;10307;11613;2441
529,6243;6690;7193;4111;7050
530,1325;1103;5201;16051;1409
531,1631;5597;2841;5020;160
532,983;2915;4575;1183;1127
533,11419;9948;11566;6215;10445
534,251;1663;1576;2328;2318
535,889;7358;15514;13764;436
536,13802;14506;14069;13190;12319
537,778;14498;1204;678;3617
538,13978;12313;2936;3369;4493
539,7008;15181;4384;7739;5773
540,3053;4012;702;7835;3867
541,1541;4966;3155;1656;5288
542,5403;4231;2621;202;1727
543,15945;8816;2301;4806;12116
544,2501;13403;16429;16241;16106
545,4836;2654;4081;4838;6625
546,10928;11239;3001;6668;11251
547,5722;9975;2496;921;1210
548,3627;2779;3092;10295;2682
549,3943;40;485;1201;3931
550,2511;1904;14029;13741;13243
551,418;5212;2185;1034;6092
552,10200;8135;15530;277;11898
553,12629;12776;9437;9005;7050
554,927;7909;6800;7208;3184
555,7142;2166;986;1892;5574
556,14293;4286;12454;8757;15418
557,11843;889;1591;1745;5194
558,290;2789;397;3013;2217
559,4398;9381;1756;2823;7429
560,2610;3035;872;2866;5180
561,281;12783;629;13225;14257
562,5978;13473;10149;10870;11744
563,13;886;2463;486;244
564,6900;8657;3580;5130;15556
565,1086;777;616;681;1047
566,4783;7212;5006;2769;4778
567,1897;1539;1857;4617;14874
568,608;14533;2516;585;669
569,2884;7930;3277;3544;2447
570,756;2804;8711;2463;4681
571,1592;61;1631;1540;1606
572,8729;14998;11924;10807;15785
573,14054;15358;11247;13131;11807
574,999;995;993;471;1013
575,2892;341;652;3732;906
576,1198;1063;1091;541;5768
577,13719;13771;13748;13717;13758
578,5;81;102;28;19
579,2945;673;5745;7305;7077
580,370;3703;2123;5035;97
581,14001;10193;5283;4369;1311
582,6804;9981;2823;7404;1105
583,3566;4866;5037;10248;3386
584,13365;8161;7817;8512;6262
585,4297;7708;4765;6868;3732
586,5358;1902;454;4726;1214
587,2771;5192;2382;11533;11646
588,308;6434;4083;766;4748
589,12572;3114;13261;1334;7673
590,8620;3265;1762;13675;665
591,1352;3962;15;482;23
592,9057;8509;2901;10871;14826
593,10214;10258;8781;616;1270
594,13611;16305;16547;16397;15672
595,1334;6523;3594;9395;5685
596,5038;1257;4325;7732;10632
597,1108;5561;7429;4764;3776
598,2289;1497;2722;2418;3166
599,2063;697;472;3905;5788
600,4873;13440;10633;14069;12531
601,1815;7057;14810;4424;5691
602,3818;5140;4789;14963;8157
603,6515;6055;4198;2765;10374
604,2332;7091;1377;559;454
605,616;4041;2359;7136;6348
606,4480;8324;2554;7826;4614
607,12998;11798;4590;13420;11139
608,4673;3761;6517;770;7818
609,4131;8161;8832;2420;3566
610,6211;5109;6072;11793;15896
611,13363;14081;11569;14145;13410
612,2692;9339;6604;4499;5337
613,15216;777;15365;2273;9542
614,3487;9674;10976;4344;4726
615,2945;11913;442;2641;5499
616,4586;2800;8113;5270;15020
617,3013;2795;3177;2392;4679
618,10682;2820;4615;13150;11808
619,16310;16024;16525;16487;13728
620,2233;1028;427;4829;756
621,12876;756;2217;9001;13208
622,3737;5596;2111;1701;3477
623,1481;3461;12536;13181;7716
624,844;2475;29;486;208
625,505;3040;4882;2002;1777
626,446;4206;4969;4638;3626
627,10638;8855;12766;12135;14277
628,2534;1479;844;2473;9565
629,7769;8026;7912;7647;9617
630,3956;4584;973;2801;8024
631,44;4435;2460;1580;16959
632,7396;1606;1926;11217;12861
633,6902;2419;7623;15816;10377
634,577;1938;7752;6219;2222
635,13516;13512;9321;16815;12023
636,5960;2210;2223;1214;4685
637,5300;13134;11432;1009;12167
638,6556;2157;11626;16891;2212
639,13188;11265;4645;8742;14348
640,16507;12368;7657;12941;1975
641,1149;1759;2644;1153;4773
642,7257;903;3102;15363;10832
643,16085;15119;15945;15872;16019
644,7329;3612;3681;1404;2346
645,1190;2224;1747;2243;2159
646,1247;2132;2521;2100;2638
647,4123;2112;5561;3066;11983
648,5663;635;1111;12115;12639
649,6;3;1589;54;29
650,14449;4224;14269;14939;16094
651,831;5150;8708;9647;1116
652,10967;13041;4559;8560;14359
653,11265;13533;12561;12756;13032
654,1559;13564;16143;14010;15339
655,13664;11101;3632;13660;10540
656,15341;710;5698;8421;3609
657,1005;335;994;1016;667
658,4897;1779;1050;263;907
659,10260;10340;3101;11589;6006
660,3425;227;2470;143;907
661,667;875;4578;2334;808
662,2050;1477;1260;940;69
663,4943;1255;1672;945;1177
664,1526;1606;7580;40;16
665,2522;1499;4230;1091;1115
666,918;3324;2748;1479;1942
667,2031;1830;4749;1086;4892
668,3421;1390;2262;701;881
669,1058;1062;676;735;1072
670,3395;1649;419;4728;12199
671,2654;4378;4874;2891;4417
672,4018;3343;7858;8791;2721
673,7732;5608;2401;9564;13955
674,1505;8631;6272;6082;8114
675,7411;1932;4789;1949;16765
676,768;4806;1241;3823;15565
677,3330;1824;1756;2113;2902
678,6722;1533;10548;3803;12263
679,2509;1256;5712;9393;7201
680,15513;4561;10237;13143;1444
681,11187;3982;2902;1830;3294
682,12326;15;8441;14609;36
683,11996;8279;7268;12589;8272
684,8117;4180;980;759;826
685,2885;3226;2797;583;2870
686,11752;699;7958;7320;6043
687,5275;10797;5401;9000;5216
688,2945;4628;12990;10076;7557
689,1193;8274;6333;2791;8451
690,5438;3905;1105;10192;5914
691,5549;1091;10599;1130;4776
692,1166;9393;4117;4220;3103
693,2579;13248;9199;15325;3650
694,241;11940;3662;9651;2771
695,6072;8886;12145;5109;9335
696,8380;6018;7416;12352;11635
697,2296;437;3043;2232;4487
698,2108;2105;3479;3972;2103
699,13327;11372;11585;14633;12843
700,7505;245;556;336;6823
701,2506;3509;507;142;4497
702,1938;13028;9316;2079;3727
703,991;2241;7582;4910;12820
704,5564;667;679;6643;7038
705,7080;12947;3824;15238;12495
706,7826;2529;16004;1104;4036
707,3092;747;2001;8889;6621
708,10881;13714;12831;13663;13655
709,1973;1996;6259;13457;13056
710,289;754;65;63;1578
711,1204;483;6267;1975;6099
712,872;383;1838;690;692
713,13637;13659;13712;13758;13639
714,1562;6036;2580;5108;8514
715,8583;6592;5694;4628;3343
716,14018;13315;14716;13045;11808
717,3705;1507;2980;6638;7559
718,11206;4512;1021;10884;8136
719,5323;1788;19;1927;13085
720,3243;16483;4433;4427;8409
721,13653;16521;12086;9376;13736
722,13335;8750;5735;7170;7993
723,1382;2407;922;9285;5960
724,2299;2489;3642;3644;2187
725,53;839;6;478;212
726,486;1971;710;937;28
727,626;2501;653;7791;3826
728,1546;1658;1589;4527;1573
729,1320;1565;2658;6132;500
730,1603;1200;1538;1673;1002
731,3370;6023;2544;2107;5457
732,14235;15488;12400;16561;16162
733,2942;2449;1390;2769;2854
734,2351;3849;4282;3026;616
735,5978;6420;2822;9183;3592
736,12723;3709;7339;9433;2366
737,2367;1788;561;6350;3762
738,8200;4621;456;3847;16329
739,3265;2662;5499;673;739
740,1473;448;1143;1113;2921
741,13546;8421;1249;1899;7569
742,192;449;121;2972;3311
743,4820;2178;5712;6511;11802
744,4082;972;2877;4664;5340
745,739;3441;3900;5109;6162
746,7923;4947;3676;3097;2240
747,8560;1325;4938;7396;9253
748,14576;9383;14003;1815;7787
749,7618;7760;6737;4694;1614
750,2808;2473;2717;3017;4809
751,3182;13568;1255;16604;10222
752,4062;4637;2995;6656;3951
753,10491;1904;12538;13477;8278
754,16015;16250;16153;15723;15587
755,8347;6295;12245;4450;16046
756,1892;11003;521;1799;7675
757,1764;5971;1138;13662;4084
758,11754;13518;3384;8492;13276
759,4866;13415;1223;6545;12728
760,830;3291;843;981;3344
761,1138;5550;1931;2165;1400
762,9393;2496;12545;1691;12491
763,5106;5467;13711;4157;2719
764,2645;2532;6717;2717;6253
765,6403;2651;5068;3868;2144
766,2595;3544;583;2887;5074
767,13618;9556;15315;6995;3947
768,3689;284;6920;2334;3068
769,2240;454;1212;2361;2646
770,4840;10360;14052;6744;4570
771,12499;12572;6485;9592;11888
772,13631;13639;13635;13633;13663
773,13198;16694;5940;4371;4730
774,2751;1836;2471;6549;923
775,2217;1985;5165;12221;7227
776,16367;15008;13466;2422;13969
777,1952;3656;2018;1135;3143
778,5984;11000;2963;6908;8775
779,13322;14783;12138;13547;12990
780,8435;6593;6125;3395;9005
781,4775;5035;3982;522;1899
782,741;10410;1158;846;3996
783,885;6387;8492;8996;6076
784,8135;64;5599;1500;6722
785,13681;10540;13652;13655;13649
786,13449;10715;9692;5381;13131
787,11074;9911;14171;6844;6670
788,7698;257;2947;4646;2649
789,1181;4690;2216;2399;2528
790,10678;15166;4625;5992;3592
791,6517;8170;492;280;7085
792,5435;2625;5966;6787;15106
793,8210;5018;1799;7577;9769
794,29;1596;1201;435;637
795,4721;442;12621;2227;5945
796,939;135;1374;1479;917
797,912;2765;7015;10774;10399
798,2846;5808;6098;7034;7826
799,3574;4480;536;1720;1110
800,4641;4661;2257;3590;3454
801,8287;10011;2779;8606;6212
802,172;1764;510;1988;320
803,7427;485;10056;4534;13351
804,3591;1873;7795;2170;6219
805,5159;7143;681;7842;8340
806,16319;15268;9305;15816;9970
807,4685;13774;1835;10181;4741
808,9272;13570;8008;16685;16279
809,3240;5917;120;2097;14527
810,11825;583;4014;4713;7891
811,3182;4297;7394;11748;13638
812,1678;1195;3619;921;1879
813,4926;23;705;814;8327
814,563;812;1494;9520;9157
815,14970;686;5639;1674;9775
816,4024;5686;12411;6646;14590
817,15580;13586;14076;15355;12576
818,673;12443;2195;15380;10735
819,10922;2446;15812;1947;14253
820,5490;13372;4196;15647;1074
821,2520;3881;4554;539;1241
822,7454;656;5838;939;2799
823,16119;16398;6829;16530;16078
824,8778;12311;9118;8659;4953
825,972;955;10797;2590;4076
826,1779;1781;779;2549;435
827,1028;521;667;1187;2219
828,1182;6106;5392;2042;1765
829,5855;15224;4856;14978;28
830,11359;10855;9904;10197;12523
831,323;370;2312;738;7713
832,14263;74;12316;12149;15074
833,3592;4214;7858;442;2923
834,569;623;732;668;585
835,6583;1267;6632;419;11298
836,29;527;3135;4355;4710
837,2012;8222;12928;2578;14912
838,9780;5931;4929;3744;1623
839,3249;3302;3253;1419;2332
840,10495;2629;8762;778;3636
841,4554;9443;4472;12495;2679
842,3898;9411;5488;7755;9243
843,10226;8636;8553;13985;5161
844,8105;14942;14680;10333;15094
845,414;325;344;390;196
846,8953;4777;793;46;1736
847,8295;11904;13646;11237;9910
848,8637;6215;2102;3358;1829
849,1909;7548;3982;10303;5035
850,5296;467;12085;2194;3442
851,1201;28;4069;6542;93
852,14443;7910;2977;587;13811
853,2409;1265;7546;2331;7941
854,3803;4311;3529;9686;5487
855,1577;1023;3466;6820;5185
856,1025;756;1091;1539;4451
857,2957;448;5605;882;121
858,616;1286;781;370;77
859,3103;13839;3512;8729;1201
860,13354;6831;12901;11301;10724
